"adverts"	"sales"	"airplay"	"attract"	"resid"	"stz.r"	"stu.r"	"cooks"	"dfbeta.(Intercept)"	"dfbeta.adverts"	"dfbeta.airplay"	"dfbeta.attract"	"dffit"	"lev"	"covratio"
10.256	330	43	10	100.079745217442	2.17740408238378	2.19859632992666	0.0587038820601733	-5.4218270670687	-0.00166159147200479	0.043392916574901	0.852969923492105	0.489293979965343	0.0471905256041174	0.971274990874463
985.685	120	28	7	-108.948991725879	-2.32308277865479	-2.34972370774054	0.010889432250004	0.216017017607695	-0.000864968983218141	0.00258708061243188	-0.0450304094999539	-0.211098296015573	0.00800653614388485	0.920183161882534
1445.563	360	35	7	68.4423684586181	1.46880155150534	1.4731799194787	0.0114006598735151	-0.65851796965755	0.00120743581110127	0.0128983716102566	-0.0130879018481631	0.214184312240587	0.0207004268326442	0.997110046029347
1188.193	270	33	7	7.02402624938925	0.15011595417913	0.149741123986792	7.16647752750389e-05	-0.0448086885328748	8.4417001623666e-05	0.000958984845304478	0.000315605599832901	0.0168887343656444	0.0125609455385696	1.03317954411211
574.513	220	44	5	-5.75286071693427	-0.123798339400865	-0.12348695152337	0.000102542254772175	-0.149283504905532	7.55285966784697e-06	-0.00396933817736991	0.0331263833676939	-0.0202016888313046	0.02606531913255	1.04765952741322
568.954	170	19	5	28.9046432888516	0.618259706722786	0.617282712085091	0.00137734732445165	1.14345654186252	1.55409351769518e-05	-0.00579243314885994	-0.125126574189053	0.0741079672745041	0.0142084487679076	1.02732899107411
471.814	70	20	1	-21.8717291480424	-0.487199936015883	-0.486250012929811	0.00594368005574004	-2.51994173278747	-6.96485059961563e-06	-0.00141552957883567	0.3608324830504	-0.153889897633196	0.0910425709585452	1.11747349262025
537.352	210	22	9	17.1395572036134	0.367864063669774	0.367051168054128	0.000723022760966563	-0.488486810192136	-4.06302775825756e-05	-0.00533579002772043	0.11044520857765	0.053659327651748	0.0209244210538313	1.03960847348369
514.068	200	21	7	34.656111052101	0.738553073717987	0.73769380270673	0.000949037320273816	0.194766577165991	-6.20794265559234e-05	-0.00805291761315849	0.0353497081245581	0.061541215011563	0.00691142892819751	1.01638118180106
174.093	300	40	7	99.5337512439587	2.13028877629468	2.14988206679834	0.017756471647924	-0.215970959868713	-0.00107095058140712	0.0461632913136037	0.0162397839860206	0.26895801422023	0.0154097375251316	0.943920028238617
1720.806	290	32	7	-14.8193099595695	-0.31974422377778	-0.319010717775151	0.000822628958468821	0.152200800555459	-0.000358814926851646	-0.000901288575238369	0.00244660983459362	-0.0572314249470543	0.0311817775186296	1.05132542683934
611.479	70	20	2	-44.8135034576547	-0.983761456896547	-0.983680209790155	0.0165706870451775	-4.17762367598804	-0.00013523997245364	0.000261893791551894	0.592924817286553	-0.257433098657887	0.0640989388536731	1.0691952311083
251.192	150	24	8	-14.2183163669362	-0.303943032342755	-0.303238147519653	0.00030491808334148	0.149329636752197	0.000117796712846556	0.00229924639874142	-0.0527274491549525	-0.0348428145311575	0.0130305426438538	1.03219830969254
97.972	190	38	6	13.816454565039	0.296024763240557	0.295334661078946	0.000390401140059468	0.224093599898251	-0.000163139899015414	0.00627820531087564	-0.0334114849540026	0.0394250190167939	0.0175082958150029	1.0370031851905
406.814	240	24	7	73.6580725775812	1.56941085719703	1.57533170114026	0.00404109572488715	0.354756690213077	-0.000320945175029245	-0.00875527669477584	0.0670477736893501	0.127618878733753	0.00651996057735666	0.976692775199662
265.398	100	25	5	-35.5326097499212	-0.760350902747361	-0.759529756465075	0.00220723260538647	-1.37471519407342	0.000234297077229758	-0.00125048036038155	0.160232228841625	-0.0938609129953034	0.0150417301594072	1.02408581720183
1323.287	250	35	5	-9.00558425181146	-0.193991157566532	-0.193514227869246	0.000271341757664908	-0.225110638640885	-0.000144552713608338	-0.00278914861619367	0.0508568102634426	-0.0328639135523051	0.0280326674387055	1.04930223049055
196.65	210	36	8	10.0023697204611	0.214062126849982	0.213540314806917	0.0001776211360224	-0.16762416201808	-0.000104436442685253	0.00266319878416676	0.0309217893237762	0.0265899401544059	0.0152683760457131	1.03552782884093
1326.598	280	27	8	14.3937578425323	0.308675463238701	0.307961881994575	0.000468790422668153	-0.30064563608345	0.000217777793517361	-0.00202805055902114	0.0437218385417539	0.0432030310605453	0.0193005827455528	1.03873611474731
1380.689	230	33	8	-60.4022982579064	-1.29613466785239	-1.29840040609987	0.00879595665381043	1.4919670310564	-0.00095857669951371	-0.0040972571096805	-0.162284750978044	-0.187901415470324	0.020513569717939	1.0067773820149
792.345	210	33	7	-19.3744854832569	-0.412813277128784	-0.411937956768646	0.000281014687482528	0.0619984155055167	-6.45636089734842e-05	-0.00322481163936163	-0.00460248483530028	-0.0334558955027935	0.00655279361480061	1.02383501367743
957.167	230	28	6	14.5580889224	0.310636708667537	0.309919554272683	0.000229105513983761	0.215084167875978	0.000113798057174372	0.000472718495721548	-0.0331641220572266	0.0302025748467363	0.00940773152125799	1.02833695690351
1789.659	320	30	9	-6.10170489394498	-0.132587801758031	-0.132255066252286	0.000206202478056188	0.269273072011751	-0.000154155791242449	0.000785915178711684	-0.033694310102096	-0.0286474310532222	0.044816066883942	1.06817648785057
656.137	210	34	7	-11.1799183892624	-0.238197464109592	-0.237623436551003	9.19189222102308e-05	0.0298483936849693	-3.25297046054653e-06	-0.00237046302391127	-0.00279524814768284	-0.0191286621269187	0.00643851034007177	1.02609634204309
613.697	230	49	7	-38.0887839674034	-0.81740121749181	-0.816706568390119	0.00353087257334894	0.409416983507171	6.94497261595037e-05	-0.0286228454224951	0.0207637974977927	-0.118741296374694	0.0207007881239351	1.02810731579319
313.362	250	40	8	26.6255913251072	0.569956017414313	0.568971890437905	0.00129915328533616	-0.530519028870354	-0.000218237561665282	0.0106145321787249	0.0750317321644613	0.0719630665263888	0.0157450951187292	1.03014099316676
